StockCode,gap_start,gap_end,gap_weeks,weeks_before,weeks_after
72818,2011-04-25,2011-07-04,11,23,11
72818,2011-07-18,2011-08-22,6,24,10
72819,2010-09-27,2010-10-11,3,27,31
72819,2010-12-20,2011-01-03,3,35,23
72819,2011-02-07,2011-02-21,3,39,19
72819,2011-03-28,2011-04-11,3,42,16
72819,2011-06-20,2011-07-11,4,46,12
72819,2011-07-25,2011-08-29,6,47,11
75013B,2010-07-19,2010-09-06,8,26,13
75049L,2010-05-10,2010-09-13,19,22,59
75178,2010-10-04,2010-11-15,7,8,12
75178,2010-12-20,2011-01-31,7,10,10
77081,2010-04-12,2010-05-10,5,11,9
77101A,2010-08-09,2010-08-23,3,24,20
77101A,2010-12-20,2011-01-03,3,35,9
78033,2011-03-21,2011-04-04,3,8,6
78033,2011-04-18,2011-05-16,5,9,5
78124,2010-07-12,2010-07-26,3,9,17
78124,2010-08-09,2010-11-08,14,10,16
78124,2010-12-13,2011-05-09,22,12,14
78124,2011-05-30,2011-06-13,3,14,12
78124,2011-08-01,2011-09-12,7,17,9
79026B,2010-06-14,2010-08-02,8,9,10
79026B,2010-08-16,2010-10-11,9,10,9
79026B,2010-11-08,2011-02-21,16,12,7
79026B,2011-03-07,2011-03-28,4,13,6
79030D,2010-07-19,2010-08-09,4,8,30
79030D,2010-08-23,2010-09-20,5,9,29
79030D,2010-10-04,2010-10-25,4,10,28
79030D,2010-12-20,2011-01-17,5,15,23
79030D,2011-01-31,2011-03-07,6,16,22
79030G,2010-09-20,2010-10-11,4,28,22
79030G,2010-12-13,2011-01-03,4,36,14
79030G,2011-02-21,2011-03-07,3,39,11
79051A,2010-06-14,2010-08-02,8,9,30
79051A,2010-08-16,2010-09-20,6,10,29
79051A,2010-10-04,2010-10-25,4,11,28
79051A,2010-12-13,2011-01-24,7,15,24
79051A,2011-02-07,2011-02-21,3,16,23
79051A,2011-04-25,2011-05-09,3,21,18
79051A,2011-07-11,2011-07-25,3,27,12
79051A,2011-08-29,2011-09-19,4,29,10
79071B,2010-11-29,2010-12-27,5,28,10
79071B,2011-03-07,2011-03-28,4,33,5
79071B,2011-04-11,2011-04-25,3,34,4
79144B,2010-04-26,2010-06-07,7,8,48
79144B,2010-08-09,2010-08-23,3,13,43
79144B,2011-02-21,2011-03-07,3,31,25
79144B,2011-04-11,2011-05-02,4,34,22
79144C,2010-05-24,2010-06-07,3,13,47
79144C,2010-08-09,2010-08-23,3,19,41
79144C,2011-04-25,2011-05-16,4,42,18
79144C,2011-05-30,2011-06-13,3,43,17
79144C,2011-08-08,2011-08-29,4,49,11
79149B,2011-09-12,2011-11-07,9,8,4
79160,2011-04-04,2011-04-25,4,55,16
79160,2011-05-09,2011-05-30,4,56,15
79160,2011-08-15,2011-09-26,7,62,9
79161A,2010-06-14,2010-09-06,13,9,5
79163,2010-03-08,2010-04-12,6,8,33
79163,2010-06-14,2010-08-02,8,13,28
79163,2010-08-16,2010-09-06,4,14,27
79163,2010-12-27,2011-01-24,5,23,18
79163,2011-02-07,2011-03-21,7,24,17
79164,2010-06-14,2010-07-05,4,22,25
79164,2010-08-16,2010-09-06,4,26,21
79164,2010-12-13,2011-01-24,7,37,10
79164,2011-02-07,2011-03-14,6,38,9
79190A,2010-12-20,2011-01-10,4,41,34
79190B,2010-12-20,2011-01-03,3,44,31
79190B,2011-02-21,2011-03-07,3,49,26
79190B,2011-06-13,2011-07-04,4,58,17
79191B,2010-05-17,2010-06-07,4,9,36
79191B,2010-12-06,2010-12-27,4,26,19
79191B,2011-02-07,2011-03-07,5,30,15
79191B,2011-04-11,2011-05-02,4,33,12
79191B,2011-06-06,2011-07-04,5,36,9
79191B,2011-08-08,2011-09-12,6,38,7
79191C,2010-12-06,2011-01-03,5,43,33
79191C,2011-02-21,2011-03-07,3,48,28
79191C,2011-04-11,2011-05-02,4,51,25
79191D,2010-07-12,2010-07-26,3,18,22
79191D,2010-09-06,2010-09-20,3,21,19
79191D,2010-10-04,2010-10-18,3,22,18
79191D,2010-11-29,2010-12-13,3,26,14
79191D,2011-02-07,2011-02-28,4,30,10
79191D,2011-04-04,2011-05-30,9,33,7
79191D,2011-07-04,2011-09-19,12,35,5
79192A,2010-05-03,2010-05-17,3,11,14
79192A,2010-06-21,2010-08-02,7,14,11
79302M,2010-05-17,2010-05-31,3,16,49
79302M,2010-06-21,2010-07-19,5,18,47
79302M,2010-12-20,2011-01-03,3,33,32
79302M,2011-01-24,2011-02-14,4,35,30
79302M,2011-05-02,2011-05-30,5,43,22
79321,2010-03-08,2010-03-22,3,9,88
79336,2010-05-17,2010-07-12,9,12,7
79336,2010-08-09,2010-09-27,8,15,4
79337,2010-10-11,2010-10-25,3,8,11
79337,2010-11-08,2010-11-22,3,9,10
79337,2010-12-06,2010-12-27,4,10,9
79337,2011-01-10,2011-02-07,5,11,8
79337,2011-03-14,2011-03-28,3,14,5
79337,2011-04-11,2011-05-09,5,15,4
79403,2010-09-13,2010-10-18,6,10,17
79403,2010-12-20,2011-01-31,7,16,11
79403,2011-04-11,2011-05-02,4,21,6
79403,2011-05-16,2011-06-13,5,22,5
79406,2010-06-14,2010-08-16,10,8,12
79406,2010-09-06,2010-09-20,3,10,10
79406,2010-10-04,2010-11-15,7,11,9
79406,2010-11-29,2011-02-07,11,12,8
79406,2011-03-07,2011-04-18,7,14,6
79406,2011-05-02,2011-06-13,7,15,5
79406,2011-06-27,2011-07-18,4,16,4
79534,2010-04-19,2010-05-24,6,9,5
81950B,2010-06-07,2010-06-28,4,13,14
81950B,2010-07-12,2010-07-26,3,14,13
81950B,2010-09-13,2010-09-27,3,19,8
81950B,2010-11-01,2010-11-15,3,21,6
81950B,2010-11-29,2011-06-27,31,22,5
81952B,2010-08-30,2011-06-27,44,8,4
81952V,2010-04-05,2010-05-17,7,8,24
81952V,2010-07-26,2010-08-09,3,12,20
81952V,2010-09-06,2010-09-20,3,15,17
81952V,2010-10-04,2010-10-18,3,16,16
81952V,2010-11-22,2011-06-27,32,18,14
81952V,2011-08-22,2011-09-12,4,24,8
82001S,2010-04-05,2010-04-19,3,13,76
82011A,2010-09-20,2010-10-04,3,15,14
82011A,2010-10-25,2010-12-06,7,17,12
82011A,2010-12-20,2011-02-14,9,18,11
82011A,2011-04-25,2011-05-23,5,24,5
82011A,2011-06-06,2011-08-01,9,25,4
82011B,2010-03-29,2010-04-12,3,9,29
82011B,2010-08-09,2010-08-23,3,18,20
82011B,2010-09-06,2010-09-27,4,19,19
82011B,2010-12-06,2011-02-28,13,25,13
82011B,2011-05-16,2011-07-04,8,30,8
82011B,2011-07-18,2011-08-01,3,31,7
82011B,2011-08-15,2011-09-12,5,32,6
82011C,2010-03-15,2010-04-05,4,8,35
82011C,2010-07-26,2010-08-23,5,20,23
82011C,2010-09-13,2010-10-04,4,22,21
82011C,2010-12-20,2011-02-14,9,29,14
82011C,2011-04-25,2011-08-01,15,35,8
82011C,2011-09-12,2011-10-03,4,38,5
82095,2010-05-03,2010-05-17,3,8,25
82095,2010-05-31,2010-06-14,3,9,24
82095,2010-07-12,2010-07-26,3,12,21
82095,2010-08-16,2010-10-18,10,14,19
82095,2010-11-29,2011-02-07,11,18,15
82482,2010-02-01,2010-03-29,9,8,87
82483,2010-03-08,2010-03-29,4,13,82
82483,2011-05-02,2011-05-30,5,68,27
82494L,2011-05-09,2011-05-23,3,70,28
82552,2010-10-18,2010-11-08,4,45,55
82582,2010-10-04,2010-11-08,6,42,55
82583,2010-07-12,2010-08-09,5,31,68
82607E,2010-03-15,2010-05-10,9,10,4
82613A,2010-07-19,2010-08-09,4,28,24
82613A,2010-12-27,2011-01-10,3,39,13
82613A,2011-01-24,2011-02-07,3,40,12
82613C,2010-07-12,2010-07-26,3,26,57
82613D,2011-02-21,2011-03-14,4,57,29
82615,2010-04-26,2010-05-10,3,13,20
82616A,2010-03-29,2010-04-19,4,14,12
82616A,2010-06-14,2010-07-05,4,17,9
82616B,2010-05-03,2010-05-31,5,15,40
82616B,2010-06-14,2010-08-02,8,16,39
82616B,2010-12-20,2011-01-03,3,31,24
82616B,2011-01-31,2011-02-21,4,33,22
82616B,2011-03-07,2011-03-21,3,34,21
82616B,2011-04-18,2011-05-30,7,37,18
82616B,2011-06-13,2011-06-27,3,38,17
82616B,2011-07-11,2011-08-08,5,39,16
82616C,2010-04-26,2010-05-31,6,15,41
82616C,2010-06-14,2010-07-19,6,16,40
82616C,2010-12-20,2011-01-10,4,32,24
82616C,2011-01-24,2011-02-07,3,33,23
82616C,2011-03-07,2011-03-21,3,35,21
82616C,2011-04-04,2011-04-25,4,36,20
82616C,2011-05-09,2011-05-30,4,37,19
82616C,2011-06-13,2011-06-27,3,38,18
82616C,2011-08-01,2011-08-15,3,40,16
84006,2010-03-15,2010-04-05,4,10,64
84006,2011-03-28,2011-04-11,3,48,26
84006,2011-07-25,2011-08-08,3,59,15
84007,2010-04-05,2010-05-03,5,12,11
84007,2010-07-26,2010-08-09,3,19,4
84012,2010-07-26,2010-08-09,3,19,48
84012,2011-02-07,2011-02-28,4,42,25
84012,2011-05-09,2011-06-06,5,47,20
84031A,2010-02-08,2010-02-22,3,9,65
84031A,2010-05-31,2010-06-28,5,19,55
84031A,2011-05-30,2011-06-13,3,52,22
84031B,2010-04-12,2010-04-26,3,16,58
84031B,2010-06-21,2010-09-06,12,20,54
84032A,2010-04-05,2010-04-19,3,17,73
84032B,2011-02-21,2011-03-07,3,59,32
84033,2010-07-12,2010-11-08,18,18,8
84033,2010-11-22,2011-01-10,8,19,7
84033,2011-01-24,2011-02-07,3,20,6
84033,2011-02-21,2011-03-07,3,21,5
84051,2010-07-19,2010-08-02,3,9,33
84051,2010-12-27,2011-01-10,3,23,19
84051,2011-01-24,2011-03-21,9,24,18
84051,2011-04-04,2011-04-25,4,25,17
84051,2011-05-09,2011-05-23,3,26,16
84051,2011-07-18,2011-08-15,5,31,11
84086C,2010-06-07,2010-06-28,4,13,36
84086C,2010-08-16,2010-08-30,3,17,32
84086C,2011-02-07,2011-02-28,4,34,15
84086C,2011-04-18,2011-05-02,3,39,10
84086C,2011-06-06,2011-08-29,13,42,7
84086C,2011-10-03,2011-10-24,4,45,4
84192,2010-09-27,2010-11-08,7,8,20
84192,2010-12-13,2011-02-21,11,11,17
84192,2011-03-07,2011-04-04,5,12,16
84192,2011-06-13,2011-06-27,3,20,8
84192,2011-07-11,2011-07-25,3,21,7
84192,2011-08-08,2011-09-26,8,22,6
84199,2010-06-21,2010-07-05,3,9,30
84199,2010-11-22,2010-12-13,4,22,17
84199,2011-01-17,2011-02-07,4,24,15
84199,2011-04-11,2011-06-13,10,29,10
84199,2011-06-27,2011-08-15,8,30,9
84199,2011-08-29,2011-09-19,4,31,8
84199,2011-10-10,2011-10-24,3,33,6
84218,2010-04-05,2010-06-07,10,9,12
84218,2010-06-21,2010-12-27,28,10,11
84228,2010-04-05,2010-11-08,32,10,15
84228,2010-12-13,2010-12-27,3,13,12
84231,2010-04-05,2011-01-03,40,10,13
84247E,2010-12-20,2011-07-11,30,17,12
84247E,2011-07-25,2011-08-22,5,18,11
84247G,2011-02-21,2011-03-21,5,48,9
84247K,2010-04-12,2010-05-10,5,8,16
84247K,2010-05-24,2010-06-21,5,9,15
84247K,2010-07-05,2010-08-09,6,10,14
84247K,2010-10-04,2010-10-18,3,13,11
84247K,2010-11-01,2010-11-15,3,14,10
84247K,2010-12-06,2011-01-03,5,16,8
84247K,2011-01-17,2011-02-14,5,17,7
84247K,2011-02-28,2011-03-14,3,18,6
84247K,2011-04-04,2011-06-13,11,20,4
84247L,2010-07-26,2010-08-09,3,25,16
84247L,2010-08-30,2010-09-20,4,27,14
84247L,2010-11-15,2010-11-29,3,33,8
84247L,2010-12-20,2011-01-03,3,35,6
84247N,2010-05-24,2010-06-07,3,14,24
84247N,2010-07-05,2010-07-19,3,16,22
84247N,2010-08-02,2010-08-16,3,17,21
84247N,2010-09-13,2010-09-27,3,19,19
84247N,2010-11-08,2010-11-22,3,22,16
84247N,2011-01-17,2011-03-14,9,26,12
84247N,2011-04-04,2011-06-13,11,28,10
84247N,2011-06-27,2011-07-11,3,29,9
84247N,2011-08-08,2011-08-29,4,31,7
84249A,2011-04-11,2011-04-25,3,14,12
84249A,2011-07-04,2011-07-18,3,19,7
84249A,2011-08-08,2011-08-22,3,21,5
84251B,2010-11-01,2010-11-29,5,8,22
84251B,2011-01-24,2011-02-07,3,13,17
84251B,2011-05-30,2011-06-13,3,21,9
84251C,2010-08-16,2010-10-18,10,9,15
84251C,2010-11-29,2010-12-13,3,12,12
84251C,2011-01-24,2011-02-14,4,16,8
84251C,2011-02-28,2011-03-21,4,17,7
84251C,2011-04-04,2011-05-02,5,18,6
84251C,2011-05-16,2011-05-30,3,19,5
84251G,2010-06-28,2010-07-19,4,17,31
84251G,2010-09-06,2010-09-27,4,22,26
84251G,2010-11-08,2010-11-29,4,26,22
84251G,2011-01-24,2011-03-14,8,31,17
84251G,2011-04-11,2011-05-09,5,34,14
84251G,2011-05-23,2011-06-13,4,35,13
84251G,2011-07-25,2011-09-05,7,40,8
84279B,2010-07-05,2011-01-24,30,29,20
84292,2010-04-26,2010-05-10,3,8,4
84306,2010-05-03,2010-05-17,3,8,11
84306,2010-07-19,2010-08-09,4,13,6
84306,2010-08-23,2011-02-07,25,14,5
84313B,2010-03-01,2010-03-22,4,8,32
84313B,2010-07-05,2010-08-02,5,16,24
84313B,2011-02-07,2011-02-21,3,36,4
84313C,2011-02-14,2011-02-28,3,34,10
84341B,2010-12-20,2011-04-11,17,24,14
84341B,2011-04-25,2011-06-27,10,25,13
84347,2010-04-12,2010-05-24,7,9,68
84347,2010-06-07,2010-06-21,3,10,67
84352,2011-01-17,2011-05-02,16,26,8
84352,2011-05-23,2011-07-04,7,28,6
84356,2010-05-24,2010-06-07,3,17,50
84356,2010-08-23,2010-09-06,3,27,40
84356,2010-10-04,2010-11-01,5,29,38
84356,2011-03-14,2011-04-04,4,43,24
84356,2011-09-12,2011-09-26,3,59,8
84358,2010-08-09,2010-08-30,4,12,15
84358,2010-09-13,2010-11-08,9,13,14
84358,2010-12-20,2011-02-14,9,16,11
84358,2011-02-28,2011-03-14,3,17,10
84360,2010-07-05,2010-07-19,3,9,25
84360,2010-08-02,2010-08-16,3,10,24
84360,2010-12-20,2011-02-07,8,20,14
84360,2011-03-28,2011-04-11,3,24,10
84360,2011-05-02,2011-07-04,10,26,8
84360,2011-07-25,2011-09-19,9,28,6
84375,2010-08-02,2010-08-16,3,34,62
84375,2010-10-18,2010-11-08,4,41,55
84422,2010-07-05,2010-07-19,3,12,21
84422,2010-09-06,2010-10-11,6,16,17
84422,2010-12-20,2011-01-31,7,22,11
84422,2011-02-14,2011-02-28,3,23,10
84422,2011-04-18,2011-05-09,4,26,7
84429A,2010-09-06,2010-11-08,10,10,21
84429A,2010-12-20,2011-01-03,3,14,17
84429A,2011-03-28,2011-04-11,3,19,12
84429A,2011-06-20,2011-07-18,5,24,7
84429A,2011-08-29,2011-10-03,6,27,4
84452,2010-04-12,2010-05-24,7,11,12
84452,2010-06-07,2011-01-24,34,12,11
84457,2010-04-26,2010-08-23,18,12,16
84457,2010-09-06,2010-09-20,3,13,15
84457,2010-10-04,2010-12-06,10,14,14
84457,2010-12-20,2011-01-03,3,15,13
84459A,2010-08-09,2010-09-20,7,28,42
84461,2010-04-05,2011-01-03,40,10,8
84461,2011-01-17,2011-02-07,4,11,7
84465,2010-04-19,2010-06-14,9,9,7
84465,2010-06-28,2011-01-17,30,10,6
84465,2011-02-07,2011-02-21,3,12,4
84466,2010-04-26,2011-02-14,43,16,9
84466,2011-04-11,2011-04-25,3,19,6
84482,2010-03-22,2010-04-12,4,13,8
84497,2010-07-12,2010-08-02,4,14,13
84497,2010-12-13,2011-01-03,4,23,4
84499,2010-06-07,2010-06-28,4,13,12
84499,2010-08-30,2010-10-04,6,18,7
84507B,2010-12-20,2011-01-10,4,40,17
84507B,2011-01-24,2011-02-28,6,41,16
84507B,2011-04-25,2011-05-16,4,46,11
84507C,2010-03-22,2010-04-19,5,8,43
84507C,2010-12-20,2011-01-03,3,33,18
84507C,2011-01-17,2011-02-21,6,34,17
84508A,2010-12-20,2011-01-10,4,40,25
84508A,2011-03-21,2011-04-11,4,46,19
84508B,2010-07-26,2010-08-16,4,21,35
84508B,2010-12-13,2011-01-03,4,35,21
84508B,2011-01-24,2011-02-07,3,37,19
84508B,2011-05-02,2011-05-16,3,43,13
84508B,2011-08-01,2011-09-05,6,49,7
84508B,2011-09-19,2011-10-03,3,50,6
84508C,2010-04-19,2010-06-14,9,10,28
84508C,2010-07-26,2010-09-13,8,13,25
84508C,2010-10-18,2010-11-08,4,15,23
84508C,2010-12-13,2011-01-10,5,18,20
84508C,2011-01-24,2011-02-07,3,19,19
84508C,2011-05-02,2011-05-16,3,26,12
84508C,2011-06-20,2011-07-11,4,29,9
84508C,2011-08-15,2011-09-12,5,32,6
84509B,2010-06-21,2010-07-05,3,27,60
84509C,2010-04-05,2010-04-19,3,9,65
84509C,2011-05-16,2011-05-30,3,57,17
84509C,2011-08-22,2011-09-05,3,65,9
84509E,2010-10-04,2010-11-08,6,8,18
84509E,2011-02-28,2011-03-21,4,17,9
84509E,2011-04-04,2011-04-25,4,18,8
84509E,2011-05-09,2011-06-06,5,19,7
84509G,2010-06-21,2010-07-05,3,25,48
84509G,2011-05-30,2011-06-27,5,60,13
84509G,2011-07-18,2011-08-08,4,62,11
84510C,2010-03-29,2010-04-12,3,12,61
84510C,2010-10-04,2010-10-18,3,31,42
84510C,2011-05-16,2011-05-30,3,55,18
84510C,2011-07-11,2011-07-25,3,58,15
84510E,2010-08-16,2010-09-20,6,9,20
84510E,2010-10-18,2010-11-01,3,12,17
84510E,2010-11-15,2010-11-29,3,13,16
84510E,2010-12-13,2011-01-03,4,14,15
84510E,2011-02-21,2011-03-21,5,18,11
84510E,2011-04-18,2011-05-23,6,20,9
84510E,2011-06-20,2011-08-01,7,22,7
84510E,2011-08-15,2011-09-12,5,23,6
84522,2010-07-05,2010-08-02,5,8,14
84522,2010-08-16,2010-08-30,3,9,13
84522,2010-09-13,2010-09-27,3,10,12
84522,2010-10-25,2010-11-29,6,12,10
84522,2010-12-13,2011-03-21,15,13,9
84522,2011-04-11,2011-05-16,6,15,7
84522,2011-05-30,2011-06-20,4,16,6
84526,2010-08-23,2010-09-06,3,20,5
84526,2010-09-20,2010-10-11,4,21,4
84527,2010-11-22,2011-01-10,8,11,7
84527,2011-02-14,2011-03-07,4,13,5
84527,2011-03-21,2011-05-23,10,14,4
84531A,2010-07-26,2010-08-30,6,8,15
84531A,2010-10-11,2010-11-08,5,12,11
84531A,2010-12-06,2011-01-31,9,14,9
84531B,2010-05-24,2010-07-12,8,8,17
84531B,2010-07-26,2010-08-09,3,9,16
84531B,2010-08-23,2010-09-06,3,10,15
84531B,2010-10-11,2010-11-08,5,13,12
84531B,2010-12-06,2011-01-31,9,15,10
84535A,2010-02-15,2011-02-28,55,10,9
84548,2010-10-18,2010-11-01,3,8,5
84548,2010-11-15,2011-03-14,18,9,4
84549,2010-11-08,2010-11-22,3,8,7
84549,2010-12-06,2011-03-21,16,9,6
84549,2011-04-25,2011-05-16,4,11,4
84558A,2011-01-31,2011-02-14,3,45,30
84558A,2011-05-02,2011-05-23,4,53,22
84559A,2011-04-11,2011-04-25,3,64,28
84559B,2011-04-25,2011-05-09,3,63,17
84559D,2010-03-29,2010-04-19,4,10,12
84559D,2010-05-03,2010-07-05,10,11,11
84559D,2010-07-26,2010-08-16,4,13,9
84559D,2010-09-20,2010-10-04,3,16,6
84562A,2010-08-02,2010-08-23,4,29,13
84563A,2010-05-17,2010-05-31,3,9,25
84563A,2010-07-26,2010-08-09,3,12,22
84563A,2011-01-24,2011-02-21,5,26,8
84563B,2010-09-13,2010-10-25,7,13,21
84563B,2011-03-21,2011-04-04,3,25,9
84568,2010-12-20,2011-01-03,3,50,42
84569A,2010-05-17,2010-07-12,9,15,46
84569A,2010-08-09,2010-08-30,4,18,43
84569B,2010-05-17,2010-06-07,4,14,27
84569B,2010-06-21,2010-07-12,4,15,26
84569B,2010-08-02,2010-08-30,5,17,24
84569C,2010-06-28,2010-07-12,3,23,17
84569D,2011-04-18,2011-05-02,3,55,25
84569D,2011-10-03,2011-10-17,3,74,6
84576,2010-05-17,2010-09-27,20,9,13
84576,2010-10-18,2010-11-08,4,11,11
84576,2010-11-29,2011-03-28,18,13,9
84576,2011-05-09,2011-05-30,4,16,6
84580,2011-02-07,2011-02-21,3,60,38
84581,2011-02-14,2011-03-07,4,59,29
84581,2011-04-04,2011-04-18,3,62,26
84584,2011-01-10,2011-02-14,6,32,14
84592,2010-05-17,2010-07-26,11,9,29
84592,2010-12-06,2011-01-10,6,19,19
84592,2011-04-18,2011-05-02,3,27,11
84592,2011-06-20,2011-07-11,4,30,8
84592,2011-08-01,2011-09-05,6,32,6
84592,2011-09-19,2011-10-10,4,33,5
84595E,2010-05-31,2010-06-14,3,11,23
84595E,2010-08-02,2010-09-06,6,14,20
84595E,2010-10-11,2010-11-15,6,17,17
84595E,2010-12-13,2011-02-28,12,20,14
84595E,2011-03-28,2011-04-11,3,22,12
84595E,2011-04-25,2011-05-09,3,23,11
84596J,2010-02-22,2010-03-08,3,9,47
84596J,2010-09-06,2010-09-27,4,27,29
84596L,2010-07-19,2010-08-09,4,23,47
84596L,2010-09-06,2010-09-27,4,25,45
84597B,2010-05-10,2010-05-31,4,13,8
84597B,2010-07-05,2010-08-16,7,15,6
84597B,2010-08-30,2010-12-06,15,16,5
84597B,2010-12-20,2011-02-07,8,17,4
84597C,2010-05-10,2010-05-31,4,12,18
84597C,2010-07-19,2010-08-16,5,15,15
84597C,2010-08-30,2010-09-13,3,16,14
84597C,2010-10-11,2010-11-22,7,19,11
84597C,2010-12-20,2011-01-17,5,21,9
84597C,2011-03-07,2011-04-04,5,25,5
84600,2010-06-07,2010-07-12,6,8,28
84600,2010-09-27,2010-10-11,3,13,23
84600,2011-01-24,2011-02-21,5,20,16
84600,2011-03-07,2011-05-09,10,21,15
84600,2011-05-23,2011-06-06,3,22,14
84601A,2010-03-15,2010-03-29,3,8,5
84601A,2010-04-12,2010-04-26,3,9,4
84609,2010-06-21,2010-08-30,11,9,23
84609,2010-12-13,2011-04-25,20,17,15
84609,2011-05-16,2011-06-13,5,19,13
84609,2011-06-27,2011-08-08,7,20,12
84616,2010-07-12,2010-08-30,8,8,9
84616,2010-09-13,2010-11-01,8,9,8
84616,2010-11-15,2010-12-06,4,10,7
84616,2010-12-20,2011-05-09,21,11,6
84616,2011-05-23,2011-08-01,11,12,5
84616,2011-08-15,2011-09-12,5,13,4
84620,2010-08-23,2010-09-13,4,24,7
84625A,2010-05-10,2010-05-24,3,12,37
84625A,2010-07-26,2010-08-23,5,17,32
84625A,2011-04-04,2011-05-02,5,37,12
84625A,2011-05-16,2011-05-30,3,38,11
84625A,2011-06-13,2011-06-27,3,39,10
84625A,2011-07-11,2011-08-01,4,40,9
84625C,2010-08-02,2010-08-30,5,14,27
84625C,2010-09-20,2010-10-11,4,16,25
84625C,2010-12-20,2011-01-03,3,25,16
84625C,2011-01-31,2011-03-21,8,28,13
84625C,2011-04-04,2011-04-18,3,29,12
84625C,2011-06-06,2011-06-27,4,32,9
84625D,2010-04-12,2010-04-26,3,11,15
84625D,2010-06-14,2010-07-05,4,14,12
84627,2010-05-03,2010-05-24,4,11,4
84631,2010-05-31,2010-06-14,3,9,21
84631,2010-06-28,2010-08-02,6,10,20
84631,2010-09-06,2010-09-20,3,13,17
84631,2010-10-11,2010-11-08,5,15,15
84631,2011-01-31,2011-02-14,3,23,7
84637,2010-06-28,2010-07-12,3,14,38
84637,2010-07-26,2010-08-09,3,15,37
84637,2010-08-23,2010-09-20,5,16,36
84637,2010-10-25,2010-11-08,3,18,34
84637,2010-12-13,2010-12-27,3,22,30
84638,2010-07-26,2010-08-09,3,15,26
84638,2010-08-23,2010-10-11,8,16,25
84638,2010-12-13,2010-12-27,3,21,20
84658,2010-05-17,2010-06-21,6,13,32
84658,2010-12-13,2011-01-10,5,31,14
84658,2011-01-24,2011-04-04,11,32,13
84658,2011-06-20,2011-08-22,10,37,8
84659A,2011-03-28,2011-04-18,4,54,18
84660A,2010-10-11,2010-11-08,5,8,23
84660A,2011-02-07,2011-05-09,14,15,16
84660B,2010-05-31,2010-06-14,3,10,33
84660B,2010-08-02,2010-08-16,3,14,29
84660B,2010-09-13,2010-09-27,3,16,27
84660B,2011-02-21,2011-03-21,5,28,15
84660B,2011-05-16,2011-06-06,4,33,10
84660C,2010-09-06,2010-09-27,4,26,35
84661A,2010-05-17,2010-07-12,9,11,20
84661A,2010-09-06,2010-10-04,5,16,15
84661A,2010-10-25,2010-12-27,10,18,13
84661A,2011-01-24,2011-02-21,5,21,10
84661A,2011-03-07,2011-05-09,10,22,9
84661A,2011-06-20,2011-07-04,3,25,6
84661A,2011-07-18,2011-09-19,10,26,5
84661A,2011-10-03,2011-10-17,3,27,4
84661B,2010-03-15,2010-03-29,3,10,27
84661B,2010-04-26,2010-05-31,6,12,25
84661B,2010-06-14,2010-07-12,5,13,24
84661B,2010-09-06,2010-10-25,8,18,19
84661B,2011-01-31,2011-03-14,7,26,11
84661B,2011-03-28,2011-05-30,10,27,10
84661B,2011-06-13,2011-07-11,5,28,9
84661B,2011-08-01,2011-09-19,8,30,7
84661C,2010-09-06,2010-09-20,3,9,12
84661C,2010-10-04,2010-11-15,7,10,11
84661C,2010-11-29,2011-01-03,6,11,10
84661C,2011-01-24,2011-02-07,3,13,8
84661C,2011-02-28,2011-07-11,20,15,6
84661C,2011-08-01,2011-10-17,12,17,4
84663A,2010-05-10,2010-05-24,3,8,35
84663A,2010-08-16,2010-09-06,4,16,27
84663A,2010-10-11,2010-11-01,4,20,23
84663A,2011-01-17,2011-02-07,4,25,18
84663A,2011-02-28,2011-03-14,3,27,16
84663A,2011-03-28,2011-04-11,3,28,15
84663A,2011-07-25,2011-09-26,10,38,5
84665,2010-05-10,2010-06-21,7,9,25
84665,2010-08-23,2010-09-06,3,14,20
84665,2010-09-20,2010-11-01,7,15,19
84665,2010-12-20,2011-03-07,12,19,15
84665,2011-03-28,2011-04-25,5,21,13
84665,2011-08-01,2011-08-15,3,29,5
84666,2010-05-17,2010-07-05,8,8,8
84666,2010-07-26,2010-08-09,3,10,6
84666,2010-08-23,2010-09-06,3,11,5
84666,2010-09-20,2010-12-06,12,12,4
84673A,2010-08-02,2010-09-06,6,23,24
84673A,2010-10-11,2010-11-08,5,25,22
84673A,2010-12-20,2011-01-03,3,28,19
84673A,2011-01-17,2011-03-14,9,29,18
84673B,2010-03-22,2010-04-05,3,10,58
84673B,2010-04-26,2010-05-17,4,12,56
84673B,2010-09-06,2010-09-27,4,25,43
84673B,2010-10-18,2010-11-01,3,27,41
84673B,2011-01-24,2011-02-14,4,37,31
84673B,2011-08-29,2011-10-03,6,59,9
84674,2010-08-09,2010-08-30,4,26,43
84674,2010-10-04,2010-10-18,3,30,39
84674,2011-08-29,2011-09-19,4,60,9
84675,2010-06-14,2010-07-19,6,21,9
84675,2010-08-30,2010-09-13,3,24,6
84675,2010-10-04,2010-10-18,3,26,4
84678,2010-12-13,2011-01-17,6,40,7
84680,2010-03-01,2010-05-10,11,8,4
84683,2010-03-22,2010-04-12,4,10,23
84683,2010-06-21,2010-07-26,6,16,17
84683,2010-09-06,2010-10-18,7,20,13
84683,2010-12-27,2011-01-24,5,27,6
84683,2011-02-14,2011-02-28,3,29,4
84686,2010-10-18,2010-11-08,4,32,6
84686,2010-11-22,2011-03-28,19,33,5
84686,2011-04-11,2011-04-25,3,34,4
