StockCode,product,ABC,XYZ,class,revenue,units,weeks_active,cv,is_forecastable,revenue_rank,cumulative_revenue,cumulative_revenue_pct,sku_pct,policy_note
22269,EGG CUP NATURAL CHICKEN,B,Z,BZ,1360.2,1523,77,1.518,1,2166,18551379.45,94.171,45.851,Erratic and mid-value — consider make-to-order
84965B,BLUE KASHMIRI COFFEE TABLE,B,Z,BZ,1359.95,27,4,6.756,0,2167,18552739.4,94.178,45.872,Erratic and mid-value — consider make-to-order
85141,JARDIN ETCHED GLASS FRUITBOWL,B,Z,BZ,1355.99,191,42,2.678,1,2168,18554095.39,94.185,45.893,Erratic and mid-value — consider make-to-order
23469,CARD HOLDER LOVE BIRD SMALL,B,Z,BZ,1355.24,332,11,4.321,0,2169,18555450.63,94.191,45.914,Erratic and mid-value — consider make-to-order
23061,VINTAGE EMBOSSED HEART,B,Z,BZ,1355.18,1033,33,1.821,1,2170,18556805.81,94.198,45.936,Erratic and mid-value — consider make-to-order
22050,PINK PAISLEY ROSE GIFT WRAP,B,Y,BY,1354.0,3300,69,1.188,1,2171,18558159.81,94.205,45.957,Standard policy
84466,TOP SECRET PEN SET,B,Z,BZ,1352.11,1259,25,3.909,0,2172,18559511.92,94.212,45.978,Erratic and mid-value — consider make-to-order
17129D,CLEAR COLOUR GLASS GEMS IN BAG,B,Z,BZ,1351.18,1125,11,5.442,0,2173,18560863.1,94.219,45.999,Erratic and mid-value — consider make-to-order
21059,PARTY INVITES DINOSAURS,B,Y,BY,1349.41,1597,90,1.179,1,2174,18562212.51,94.226,46.02,Standard policy
22684,FRENCH BLUE METAL DOOR SIGN 9,B,Z,BZ,1344.94,1014,61,1.566,1,2175,18563557.45,94.233,46.041,Erratic and mid-value — consider make-to-order
20780,BLACK EAR MUFF HEADPHONES,B,Z,BZ,1344.94,233,41,2.978,1,2176,18564902.39,94.239,46.063,Erratic and mid-value — consider make-to-order
20762,GREEN FERN SKETCHBOOK,B,Z,BZ,1343.79,458,65,2.614,1,2177,18566246.18,94.246,46.084,Erratic and mid-value — consider make-to-order
21738,COSY SLIPPER SHOES SMALL  RED,B,Z,BZ,1343.28,429,44,2.174,1,2178,18567589.46,94.253,46.105,Erratic and mid-value — consider make-to-order
16235,RECYCLED PENCIL WITH RABBIT ERASER,B,Y,BY,1341.72,5864,93,1.463,1,2179,18568931.18,94.26,46.126,Standard policy
22924,FRIDGE MAGNETS LA VIE EN ROSE,B,Z,BZ,1338.72,1518,43,2.068,1,2180,18570269.9,94.267,46.147,Erratic and mid-value — consider make-to-order
21190,PINK HEARTS PAPER GARLAND,B,Z,BZ,1337.59,806,41,2.396,1,2181,18571607.49,94.273,46.169,Erratic and mid-value — consider make-to-order
23538,WALL ART VINTAGE HEART,B,Z,BZ,1334.49,332,10,8.255,0,2182,18572941.98,94.28,46.19,Erratic and mid-value — consider make-to-order
20993,JAZZ HEARTS MEMO PAD,B,Z,BZ,1334.11,10967,13,8.693,0,2183,18574276.09,94.287,46.211,Erratic and mid-value — consider make-to-order
85032D,YULETIDE IMAGES GIFT WRAP SET,B,Z,BZ,1333.98,1151,46,2.298,1,2184,18575610.07,94.294,46.232,Erratic and mid-value — consider make-to-order
21580,RABBIT  DESIGN  COTTON TOTE BAG,B,Z,BZ,1331.88,543,67,1.578,1,2185,18576941.95,94.3,46.253,Erratic and mid-value — consider make-to-order
20933,YELLOW POT PLANT CANDLE,B,Z,BZ,1329.49,505,32,6.335,1,2186,18578271.44,94.307,46.274,Erratic and mid-value — consider make-to-order
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,B,Z,BZ,1328.99,567,48,2.963,1,2187,18579600.43,94.314,46.296,Erratic and mid-value — consider make-to-order
22051,BLUE SCANDINAVIAN PAISLEY WRAP,B,Y,BY,1328.0,3200,68,1.139,1,2188,18580928.43,94.321,46.317,Standard policy
21926,RED/CREAM STRIPE CUSHION COVER,B,Z,BZ,1327.77,1011,61,1.563,1,2189,18582256.2,94.327,46.338,Erratic and mid-value — consider make-to-order
21775,DECORATIVE FLORE BATHROOM BOTTLE,B,Z,BZ,1327.54,875,92,1.546,1,2190,18583583.74,94.334,46.359,Erratic and mid-value — consider make-to-order
47593B,SCOTTIE DOGS BABY BIB,B,Z,BZ,1327.22,2348,90,1.786,1,2191,18584910.96,94.341,46.38,Erratic and mid-value — consider make-to-order
22918,HERB MARKER PARSLEY,B,Z,BZ,1326.11,1930,53,1.851,1,2192,18586237.07,94.348,46.401,Erratic and mid-value — consider make-to-order
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,B,Z,BZ,1325.09,1595,39,2.001,1,2193,18587562.16,94.354,46.423,Erratic and mid-value — consider make-to-order
85032A,ROMANTIC IMAGES GIFT WRAP SET,B,Z,BZ,1324.16,1442,56,2.211,1,2194,18588886.32,94.361,46.444,Erratic and mid-value — consider make-to-order
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,B,Z,BZ,1323.72,2352,62,1.586,1,2195,18590210.04,94.368,46.465,Erratic and mid-value — consider make-to-order
85200,BUNNY EGG BOX,B,Z,BZ,1321.59,1047,26,2.739,1,2196,18591531.63,94.375,46.486,Erratic and mid-value — consider make-to-order
23405,HOME SWEET HOME 2 DRAWER CABINET,B,Z,BZ,1321.38,254,14,2.937,0,2197,18592853.01,94.381,46.507,Erratic and mid-value — consider make-to-order
22701,PINK DOG BOWL,B,Z,BZ,1320.57,675,58,2.192,1,2198,18594173.58,94.388,46.528,Erratic and mid-value — consider make-to-order
22232,JIGSAW TOADSTOOLS 3 PIECE,B,Y,BY,1318.99,1109,68,1.416,1,2199,18595492.57,94.395,46.55,Standard policy
85135C,RED DRAGONFLY HELICOPTER,B,Z,BZ,1317.92,162,48,1.907,1,2200,18596810.49,94.401,46.571,Erratic and mid-value — consider make-to-order
21945,STRAWBERRIES  DESIGN FLANNEL,B,Z,BZ,1317.3,1874,73,3.511,1,2201,18598127.79,94.408,46.592,Erratic and mid-value — consider make-to-order
20798,CLEAR MILKSHAKE GLASS,B,Z,BZ,1316.55,555,42,2.067,1,2202,18599444.34,94.415,46.613,Erratic and mid-value — consider make-to-order
21219,SET/4 BADGES BALLOON GIRL,B,Y,BY,1315.77,1023,76,1.206,1,2203,18600760.11,94.421,46.634,Standard policy
22977,DOLLY GIRL CHILDRENS EGG CUP,B,Z,BZ,1315.11,1000,43,1.862,1,2204,18602075.22,94.428,46.655,Erratic and mid-value — consider make-to-order
20760,GARDEN PATH POCKET BOOK,B,Z,BZ,1314.51,5551,44,7.939,1,2205,18603389.73,94.435,46.677,Erratic and mid-value — consider make-to-order
84688,BEACH HUT DESIGN BLACKBOARD,B,Z,BZ,1313.52,422,45,3.595,1,2206,18604703.25,94.441,46.698,Erratic and mid-value — consider make-to-order
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,B,Z,BZ,1313.39,1608,18,3.317,0,2207,18606016.64,94.448,46.719,Erratic and mid-value — consider make-to-order
22481,BLACK TEA TOWEL CLASSIC DESIGN,B,Y,BY,1313.09,1276,74,1.376,1,2208,18607329.73,94.455,46.74,Standard policy
35598D,PINK/WHITE CHRISTMAS TREE 60CM,B,Z,BZ,1312.2,1727,44,2.657,1,2209,18608641.93,94.461,46.761,Erratic and mid-value — consider make-to-order
21248,DOOR HANGER  MUM + DADS ROOM,B,Z,BZ,1309.7,1050,76,2.149,1,2210,18609951.63,94.468,46.782,Erratic and mid-value — consider make-to-order
21842,PINK HEART CANDY BUTTON CALCULATOR,B,Z,BZ,1308.74,551,10,4.515,0,2211,18611260.37,94.475,46.804,Erratic and mid-value — consider make-to-order
84569D,PACK 6 HEART/ICE-CREAM PATCHES,B,Y,BY,1306.29,1038,80,1.216,1,2212,18612566.66,94.481,46.825,Standard policy
22893,MINI CAKE STAND T-LIGHT HOLDER,B,Z,BZ,1306.09,2721,55,2.033,1,2213,18613872.75,94.488,46.846,Erratic and mid-value — consider make-to-order
72818,CHRISTMAS DECOUPAGE CANDLE,B,Z,BZ,1305.23,2420,34,3.485,1,2214,18615177.98,94.495,46.867,Erratic and mid-value — consider make-to-order
46776A,WOVEN BUBBLE GUM CUSHION COVER,B,Z,BZ,1303.88,411,62,4.026,1,2215,18616481.86,94.501,46.888,Erratic and mid-value — consider make-to-order
20738,GREEN MINI TAPE MEASURE,B,Z,BZ,1301.72,1610,37,2.591,1,2216,18617783.58,94.508,46.909,Erratic and mid-value — consider make-to-order
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,B,Z,BZ,1296.36,723,75,2.06,1,2217,18619079.94,94.514,46.931,Erratic and mid-value — consider make-to-order
79191C,RETRO PLASTIC ELEPHANT TRAY,B,Z,BZ,1296.31,1622,76,1.995,1,2218,18620376.25,94.521,46.952,Erratic and mid-value — consider make-to-order
22258,FELT FARM ANIMAL RABBIT,B,Z,BZ,1294.8,1345,40,2.505,1,2219,18621671.05,94.528,46.973,Erratic and mid-value — consider make-to-order
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,B,Z,BZ,1294.7,692,40,7.048,1,2220,18622965.75,94.534,46.994,Erratic and mid-value — consider make-to-order
22267,EASTER DECORATION EGG BUNNY,B,Z,BZ,1292.72,1473,48,2.733,1,2221,18624258.47,94.541,47.015,Erratic and mid-value — consider make-to-order
22097,SWALLOW SQUARE TISSUE BOX,B,Z,BZ,1292.68,2081,88,2.525,1,2222,18625551.15,94.547,47.036,Erratic and mid-value — consider make-to-order
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,B,Z,BZ,1291.38,1538,62,1.87,1,2223,18626842.53,94.554,47.058,Erratic and mid-value — consider make-to-order
85231G,ORANGE SCENTED SET/9 T-LIGHTS,B,Y,BY,1291.09,1480,85,1.251,1,2224,18628133.62,94.56,47.079,Standard policy
17091A,LAVENDER INCENSE IN TIN,B,Z,BZ,1290.02,2089,59,2.132,1,2225,18629423.64,94.567,47.1,Erratic and mid-value — consider make-to-order
21880,RED RETROSPOT TAPE,B,Z,BZ,1289.83,2483,94,1.559,1,2226,18630713.47,94.573,47.121,Erratic and mid-value — consider make-to-order
85006,SET 4 NURSERY DES ROUND BOXES,B,Z,BZ,1289.31,3049,28,6.74,1,2227,18632002.78,94.58,47.142,Erratic and mid-value — consider make-to-order
84609,TALL ROCOCO CANDLE HOLDER,B,Z,BZ,1289.24,143,32,2.228,1,2228,18633292.02,94.587,47.163,Erratic and mid-value — consider make-to-order
84559A,3D SHEET OF DOG STICKERS,B,Y,BY,1288.42,1381,92,1.213,1,2229,18634580.44,94.593,47.185,Standard policy
85025C,PINK HEART SHAPE PHOTO FRAME,B,Z,BZ,1287.56,721,64,2.478,1,2230,18635868.0,94.6,47.206,Erratic and mid-value — consider make-to-order
72800B,4 PURPLE FLOCK DINNER CANDLES,B,Z,BZ,1284.43,988,52,4.185,1,2231,18637152.43,94.606,47.227,Erratic and mid-value — consider make-to-order
82613D,METAL SIGN CUPCAKE SINGLE HOOK,B,Z,BZ,1284.36,1188,86,2.115,1,2232,18638436.79,94.613,47.248,Erratic and mid-value — consider make-to-order
46775E,CANDY POP CHUNKY KNITTED THROW,B,Z,BZ,1282.9,101,14,4.97,0,2233,18639719.69,94.619,47.269,Erratic and mid-value — consider make-to-order
22543,MINI JIGSAW BAKE A CAKE,B,Z,BZ,1282.33,3249,64,2.483,1,2234,18641002.02,94.626,47.29,Erratic and mid-value — consider make-to-order
22999,TRAVEL CARD WALLET VINTAGE LEAF,B,Z,BZ,1280.31,2960,43,2.031,1,2235,18642282.33,94.632,47.312,Erratic and mid-value — consider make-to-order
20765,CHRYSANTHEMUM SKETCHBOOK,B,Z,BZ,1280.06,446,67,2.816,1,2236,18643562.39,94.639,47.333,Erratic and mid-value — consider make-to-order
22214,CANDLE PLATE LACE WHITE,B,Z,BZ,1279.79,549,52,2.365,1,2237,18644842.18,94.645,47.354,Erratic and mid-value — consider make-to-order
84816,DANISH ROSE BEDSIDE CABINET,B,Z,BZ,1278.35,33,18,2.521,0,2238,18646120.53,94.652,47.375,Erratic and mid-value — consider make-to-order
22268,EASTER DECORATION SITTING BUNNY,B,Z,BZ,1278.09,2562,62,1.576,1,2239,18647398.62,94.658,47.396,Erratic and mid-value — consider make-to-order
16225,RATTLE SNAKE EGGS,B,Z,BZ,1275.41,1523,61,3.0,1,2240,18648674.03,94.665,47.417,Erratic and mid-value — consider make-to-order
21425,SKULLS STORAGE BOX LARGE,B,Z,BZ,1274.93,505,56,4.872,1,2241,18649948.96,94.671,47.439,Erratic and mid-value — consider make-to-order
21759,METAL WALL SHELF UNIT WITH HOOKS,B,Z,BZ,1274.47,30,8,5.259,0,2242,18651223.43,94.678,47.46,Erratic and mid-value — consider make-to-order
23072,MARIE ANTOINETTE TRINKET BOX SILVER,B,Z,BZ,1273.76,334,16,7.431,0,2243,18652497.19,94.684,47.481,Erratic and mid-value — consider make-to-order
35648,VINTAGE BEAD PINK PURSE,B,Z,BZ,1272.59,1043,54,1.679,1,2244,18653769.78,94.69,47.502,Erratic and mid-value — consider make-to-order
21689,SILVER VANILLA  FLOWER CANDLE POT,B,Z,BZ,1271.87,343,42,3.176,1,2245,18655041.65,94.697,47.523,Erratic and mid-value — consider make-to-order
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,B,Z,BZ,1270.39,547,17,5.342,0,2246,18656312.04,94.703,47.544,Erratic and mid-value — consider make-to-order
85163B,BLACK BAROQUE WALL CLOCK,B,Z,BZ,1268.66,115,42,3.177,1,2247,18657580.7,94.71,47.566,Erratic and mid-value — consider make-to-order
20777,CHRYSANTHEMUM NOTEBOOK,B,Z,BZ,1262.7,3660,68,8.865,1,2248,18658843.4,94.716,47.587,Erratic and mid-value — consider make-to-order
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,B,Z,BZ,1261.15,769,67,1.964,1,2249,18660104.55,94.723,47.608,Erratic and mid-value — consider make-to-order
22290,STANDING METAL RABBIT WITH EGG,B,Z,BZ,1260.82,688,15,4.829,0,2250,18661365.37,94.729,47.629,Erratic and mid-value — consider make-to-order
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,B,Z,BZ,1259.94,3577,32,2.085,1,2251,18662625.31,94.735,47.65,Erratic and mid-value — consider make-to-order
21752,GLASS CAKE STAND MIRRORED BASE,B,Z,BZ,1259.76,78,16,3.306,0,2252,18663885.07,94.742,47.671,Erratic and mid-value — consider make-to-order
77101A,UNION FLAG WINDSOCK,B,Z,BZ,1258.47,1084,44,3.218,1,2253,18665143.54,94.748,47.693,Erratic and mid-value — consider make-to-order
22919,HERB MARKER MINT,B,Z,BZ,1258.04,1804,52,1.71,1,2254,18666401.58,94.755,47.714,Erratic and mid-value — consider make-to-order
40003,WHITE BAMBOO RIBS LAMPSHADE,B,Z,BZ,1257.02,1150,42,2.689,1,2255,18667658.6,94.761,47.735,Erratic and mid-value — consider make-to-order
21063,PARTY INVITES JAZZ HEARTS,B,Y,BY,1256.27,1456,91,1.269,1,2256,18668914.87,94.767,47.756,Standard policy
21145,ANTIQUE GLASS PLACE SETTING,B,Z,BZ,1256.21,869,32,2.645,1,2257,18670171.08,94.774,47.777,Erratic and mid-value — consider make-to-order
23511,EMBROIDERED RIBBON REEL EMILY,B,Z,BZ,1256.17,573,12,3.878,0,2258,18671427.25,94.78,47.798,Erratic and mid-value — consider make-to-order
23071,MARIE ANTOINETTE TRINKET BOX GOLD,B,Z,BZ,1255.1,319,14,7.059,0,2259,18672682.35,94.786,47.82,Erratic and mid-value — consider make-to-order
20825,GOLD WINE GLASS,B,Z,BZ,1255.08,361,5,8.202,0,2260,18673937.43,94.793,47.841,Erratic and mid-value — consider make-to-order
22280,POCKET BAG PINK PAISELY BROWN SPOT,B,Z,BZ,1254.59,881,67,1.897,1,2261,18675192.02,94.799,47.862,Erratic and mid-value — consider make-to-order
79066K,RETRO MOD TRAY,B,Y,BY,1253.16,1415,93,1.255,1,2262,18676445.18,94.806,47.883,Standard policy
20731,POSY CANDY BAG,B,Z,BZ,1252.92,4142,42,6.88,1,2263,18677698.1,94.812,47.904,Erratic and mid-value — consider make-to-order
84967B,BLUE KASHMIRI OCCASIONAL TABLE,B,Z,BZ,1249.45,24,10,3.667,0,2264,18678947.55,94.818,47.925,Erratic and mid-value — consider make-to-order
23067,HANGING ENGRAVED METAL HEART,B,Z,BZ,1249.11,297,31,2.243,1,2265,18680196.66,94.825,47.947,Erratic and mid-value — consider make-to-order
85159A,"BLACK TEA,COFFEE,SUGAR JARS",B,Z,BZ,1248.98,492,53,1.846,1,2266,18681445.64,94.831,47.968,Erratic and mid-value — consider make-to-order
21438,TUB 24 HANGING EASTER EGGS SPOTTY,B,Z,BZ,1248.57,378,13,6.494,0,2267,18682694.21,94.837,47.989,Erratic and mid-value — consider make-to-order
84989A,75 GREEN FAIRY CAKE CASES,B,Z,BZ,1245.64,2197,84,3.61,1,2268,18683939.85,94.844,48.01,Erratic and mid-value — consider make-to-order
22389,PAPERWEIGHT SAVE THE PLANET,B,Z,BZ,1245.52,647,52,2.351,1,2269,18685185.37,94.85,48.031,Erratic and mid-value — consider make-to-order
20707,CRAZY DAISY HEART DECORATION,B,Z,BZ,1244.93,1614,74,4.378,1,2270,18686430.3,94.856,48.052,Erratic and mid-value — consider make-to-order
22808,SET OF 6 T-LIGHTS EASTER CHICKS,B,Z,BZ,1243.88,420,29,2.271,1,2271,18687674.18,94.863,48.074,Erratic and mid-value — consider make-to-order
79163,BLACK CHAMPAGNE GLASS,B,Z,BZ,1240.83,1833,41,2.737,1,2272,18688915.01,94.869,48.095,Erratic and mid-value — consider make-to-order
23138,SINGLE WIRE HOOK IVORY HEART,B,Z,BZ,1238.76,884,34,3.456,1,2273,18690153.77,94.875,48.116,Erratic and mid-value — consider make-to-order
85162A,SILVER RETRODISC LAMPSHADE,B,Z,BZ,1234.27,607,13,3.879,0,2274,18691388.04,94.881,48.137,Erratic and mid-value — consider make-to-order
21253,SET OF PICTURE FRAME  STICKERS,B,Z,BZ,1231.07,334,70,1.664,1,2275,18692619.11,94.888,48.158,Erratic and mid-value — consider make-to-order
84910A,PINK PAISLEY CUSHION COVER,B,Z,BZ,1230.39,432,40,7.241,1,2276,18693849.5,94.894,48.18,Erratic and mid-value — consider make-to-order
22921,HERB MARKER CHIVES,B,Z,BZ,1229.97,1776,49,1.945,1,2277,18695079.47,94.9,48.201,Erratic and mid-value — consider make-to-order
23539,WALL ART LOVES' SECRET,B,Z,BZ,1227.95,247,11,6.654,0,2278,18696307.42,94.906,48.222,Erratic and mid-value — consider make-to-order
16046,TEATIME PEN CASE & PENS,B,Z,BZ,1226.9,10060,42,6.535,1,2279,18697534.32,94.913,48.243,Erratic and mid-value — consider make-to-order
85135B,BLUE DRAGONFLY HELICOPTER,B,Z,BZ,1226.51,151,42,2.116,1,2280,18698760.83,94.919,48.264,Erratic and mid-value — consider make-to-order
20771,CHRYSANTHEMUM  JOURNAL,B,Z,BZ,1222.08,626,67,2.636,1,2281,18699982.91,94.925,48.285,Erratic and mid-value — consider make-to-order
84660C,PINK STITCHED WALL CLOCK,B,Z,BZ,1221.96,756,61,3.336,1,2282,18701204.87,94.931,48.307,Erratic and mid-value — consider make-to-order
23142,IVORY WIRE KITCHEN ORGANISER,B,Z,BZ,1220.82,121,20,5.304,0,2283,18702425.69,94.937,48.328,Erratic and mid-value — consider make-to-order
23598,PAPER BUNTING VINTAGE PARTY,B,Z,BZ,1218.48,428,5,5.479,0,2284,18703644.17,94.944,48.349,Erratic and mid-value — consider make-to-order
85130A,BEADED PEARL HEART WHITE LARGE,B,Z,BZ,1217.54,710,44,1.771,1,2285,18704861.71,94.95,48.37,Erratic and mid-value — consider make-to-order
22216,T-LIGHT HOLDER WHITE LACE,B,Z,BZ,1215.83,1396,65,2.101,1,2286,18706077.54,94.956,48.391,Erratic and mid-value — consider make-to-order
21490,SET OF THREE 50'S GIFT WRAPS,B,Z,BZ,1214.5,639,6,9.624,0,2287,18707292.04,94.962,48.412,Erratic and mid-value — consider make-to-order
84687,BEACH HUT SHELF W 3 DRAWERS,B,Z,BZ,1214.01,315,47,3.768,1,2288,18708506.05,94.968,48.434,Erratic and mid-value — consider make-to-order
84658,WHITE STITCHED CUSHION COVER,B,Z,BZ,1213.56,216,45,2.058,1,2289,18709719.61,94.974,48.455,Erratic and mid-value — consider make-to-order
22265,EASTER DECORATION NATURAL CHICK,B,Z,BZ,1211.7,1849,61,2.013,1,2290,18710931.31,94.981,48.476,Erratic and mid-value — consider make-to-order
22233,JIGSAW RABBIT AND BIRDHOUSE,B,Y,BY,1210.7,950,68,1.441,1,2291,18712142.01,94.987,48.497,Standard policy
84823,DANISH ROSE FOLDING CHAIR,B,Z,BZ,1210.0,120,9,7.541,0,2292,18713352.01,94.993,48.518,Erratic and mid-value — consider make-to-order
84596E,SMALL LICORICE DES PINK BOWL,B,Z,BZ,1209.78,1158,57,1.885,1,2293,18714561.79,94.999,48.539,Erratic and mid-value — consider make-to-order
22256,FELT FARM ANIMAL CHICKEN,C,Z,CZ,1207.57,939,43,2.47,1,2294,18715769.36,95.005,48.561,Delist candidate — worst capital-to-value ratio
22102,MIRROR MOSAIC T-LIGHT HOLDER,C,Z,CZ,1206.54,1851,44,8.209,1,2295,18716975.9,95.011,48.582,Delist candidate — worst capital-to-value ratio
21904,HOUSE WRECKING METAL SIGN,C,Z,CZ,1205.72,759,57,3.635,1,2296,18718181.62,95.017,48.603,Delist candidate — worst capital-to-value ratio
21396,RED SPOTTY EGG CUP,C,Z,CZ,1205.25,948,18,2.874,0,2297,18719386.87,95.024,48.624,Delist candidate — worst capital-to-value ratio
21130,COLOURFUL STANDING GNOME,C,Z,CZ,1204.38,722,23,6.772,0,2298,18720591.25,95.03,48.645,Delist candidate — worst capital-to-value ratio
22403,MAGNETS PACK OF 4 VINTAGE LABELS,C,Z,CZ,1202.53,1721,70,1.944,1,2299,18721793.78,95.036,48.666,Delist candidate — worst capital-to-value ratio
23026,DRAWER KNOB VINTAGE GLASS STAR,C,Z,CZ,1201.04,557,25,2.523,0,2300,18722994.82,95.042,48.688,Delist candidate — worst capital-to-value ratio
84815,SET OF 3 DANISH ROSE PLANTERS,C,Z,CZ,1200.82,930,24,8.887,0,2301,18724195.64,95.048,48.709,Delist candidate — worst capital-to-value ratio
21883,STARS GIFT TAPE,C,Z,CZ,1200.13,2349,79,1.93,1,2302,18725395.77,95.054,48.73,Delist candidate — worst capital-to-value ratio
23444,Next Day Carriage,C,Z,CZ,1200.0,79,26,2.459,1,2303,18726595.77,95.06,48.751,Delist candidate — worst capital-to-value ratio
21650,ASSORTED TUTTI FRUTTI BRACELET,C,Z,CZ,1196.3,3254,70,1.61,1,2304,18727792.07,95.066,48.772,Delist candidate — worst capital-to-value ratio
85129D,BEADED CRYSTAL HEART PINK SMALL,C,Y,CY,1196.06,795,76,1.49,1,2305,18728988.13,95.072,48.793,Low priority
20934,SET/3 POT PLANT CANDLES,C,Z,CZ,1195.97,199,38,2.236,1,2306,18730184.1,95.078,48.815,Delist candidate — worst capital-to-value ratio
72232,FENG SHUI PILLAR CANDLE,C,Z,CZ,1195.48,6292,65,2.663,1,2307,18731379.58,95.084,48.836,Delist candidate — worst capital-to-value ratio
84830,LARGE ENGLISH ARBORETUM,C,Z,CZ,1195.15,113,6,8.994,0,2308,18732574.73,95.091,48.857,Delist candidate — worst capital-to-value ratio
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,C,Z,CZ,1193.0,838,49,1.973,1,2309,18733767.73,95.097,48.878,Delist candidate — worst capital-to-value ratio
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,C,Z,CZ,1191.81,969,67,1.516,1,2310,18734959.54,95.103,48.899,Delist candidate — worst capital-to-value ratio
84750A,PINK SMALL GLASS CAKE STAND,C,Z,CZ,1189.23,544,24,2.756,0,2311,18736148.77,95.109,48.92,Delist candidate — worst capital-to-value ratio
47503E,ASS FLORAL PRINT SCISSORS,C,Z,CZ,1186.9,6842,16,9.931,0,2312,18737335.67,95.115,48.942,Delist candidate — worst capital-to-value ratio
21312,LARGE CHUNKY GLASS ROMAN BOWL,C,Z,CZ,1185.92,300,17,4.571,0,2313,18738521.59,95.121,48.963,Delist candidate — worst capital-to-value ratio
21806,WHITE CHRISTMAS HEART DECORATION,C,Z,CZ,1183.63,2717,32,2.386,1,2314,18739705.22,95.127,48.984,Delist candidate — worst capital-to-value ratio
22761,CHEST 7 DRAWER MA CAMPAGNE,C,Z,CZ,1182.78,48,25,2.227,0,2315,18740888.0,95.133,49.005,Delist candidate — worst capital-to-value ratio
84674,FLYING PIG WATERING CAN,C,Z,CZ,1178.88,461,69,1.629,1,2316,18742066.88,95.139,49.026,Delist candidate — worst capital-to-value ratio
